ward_preci,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
1807,4680000,5920000,7295000,8880000,13450000,13390000,13440000,12230000,11340000,10960000,11460000,11590000,11210000,11570000,12195000,12575000,16335000,17375000,18750000,24370000,25445000,27910000,31520000,31440000,28570000,25845000,24505000,24740000,25585000,25660000
1806,4560000,5640000,6915000,8445000,12085000,12100000,12120000,10860000,10320000,9760000,9910000,10130000,10090000,10200000,10680000,11090000,13425000,14290000,15990000,20820000,21020000,23135000,28650000,28100000,25435250,22670000,21100000,21210000,21530000,21560000
1805,4560000,5805000,7145000,8710000,12260000,12300000,12310000,10920000,10370000,9730000,10010000,10160000,10160000,10330000,10780000,10990000,13640000,14520000,16310000,21530000,21540000,23745000,28435000,27805000,25160000,22430000,21130000,21100000,21380000,21380000
1804,5060000,6085000,7260000,9165000,13755000,13760000,13760000,12775000,11835000,11790000,10785000,11075000,11100000,11430000,11850000,12300000,16230000,16690000,18540000,24155000,24495000,26905000,39080000,38550000,30300000,25940000,24835000,24470000,25205000,25365000
1803,4310000,5690000,6570000,8090000,11770000,11775000,11760000,10290000,10015000,9590000,9615000,9810000,9830000,10410000,10790000,10940000,12955000,13880000,14970000,20310000,20330000,22485000,28055000,27085000,24560000,21555000,20570000,20000000,19465000,20115000
0406,17770000,24480000,29650000,35800000,46575000,45700000,45700000,38000000,30850000,30800000,33150000,34350000,36800000,39910000,42180000,52130000,65941600,73519900,74200000,111380000,111380000,86616300,89700000,81760000,81980000,80150000,78310000,79250000,87641000,100270900
1801,4960000,5940000,7020000,8860000,13500000,13520000,13520000,12140000,11630000,11280000,10970000,11170000,11040000,11550000,11950000,12200000,14595000,15935000,17400000,22930000,23580000,26000000,33085000,32395000,28225000,25315000,24715000,24800000,24060000,24010000
2105,18310000,26750000,24650000,22500000,29600000,27390000,28000000,22520000,19790000,19970000,21250000,21250000,21200000,21750000,22250000,23850000,33530000,36260000,39760000,54980000,57450000,61870000,69060000,67223900,67150000,65090000,64450000,65750000,69720800,78210000
1601,4800000,7195000,8850000,10940000,16200000,16185000,16205000,15160000,13260000,12540000,12295000,12525000,12440000,12665000,13035000,13625000,17970000,19495000,21874000,31510000,31990000,34800000,42010000,40365000,33780000,29875000,29275000,29510000,29280000,30300000
1603,4860000,6765000,8560000,10595000,16070000,16060000,16075000,14545000,12360000,12065000,10980000,11355000,11340000,12295000,12725000,13300000,19540000,20180000,22300000,28030000,28930000,31770000,42820000,42180000,34440000,31040000,30730000,30300000,29760000,30240000
1602,5100000,6900000,8610000,10275000,13940000,13820000,14000000,13440000,11790000,11070000,10380000,10740000,10260000,10670000,11045000,11495000,14880000,15820000,17395000,25350000,26900000,28985000,34985000,34055000,29050000,26530000,25070000,25000000,25720000,27110000
1605,6320000,8340000,10450000,12710000,17640000,17510000,17500000,16050000,13560000,13000000,12820000,12980000,12875000,13115000,13720000,14450000,20220000,20985000,23400000,31475000,34170000,36790000,43630000,39780000,34920000,31880000,31390000,31800000,32950000,34270000
1604,6080000,7760000,9850000,12070000,17780000,17790000,17790000,15995000,13500000,13090000,12835000,12810000,12820000,13060000,13630000,14290000,20115000,21345000,23825000,31940000,33565000,36525000,44200000,42020000,34040000,30840000,30450000,31220000,32710000,32950000
1607,6380000,7160000,9010000,11440000,16245000,16180000,16205000,15050000,13000000,12500000,12515000,12875000,12495000,12995000,13555000,14185000,18985000,19660000,22085000,29670000,32150000,35475000,41565000,38640000,34600000,32230000,31490000,31490000,31930000,33140000
1808,5070000,6040000,7430000,9080000,12770000,12770000,12800000,11360000,10770000,10730000,11040000,11240000,11100000,11400000,11820000,12260000,15470000,16300000,17690000,21910000,22025000,24530000,32410000,30405000,27910000,25540000,24120000,24110000,24270000,24300000
2002,6490000,8230000,10380000,12410000,16550000,16550000,16570000,14810000,13860000,13670000,13590000,13820000,13770000,14400000,15240000,15980000,21460000,23170000,25480000,31570000,33600000,36120000,40615000,39190000,35085000,32405000,32085000,32110000,33830000,34830000
2003,6940000,7630000,9330000,11310000,15630000,15645000,15695000,13570000,13535000,13520000,14190000,14265000,14310000,14880000,15660000,16170000,17920000,19100000,20590000,27625000,29290000,31000000,33910000,32070000,31380000,28410000,27110000,28280000,29205000,30160000
0709,4570000,6210000,7700000,9575000,17020000,17085000,17110000,15710000,13840000,12300000,11840000,12230000,12070000,12250000,12740000,13410000,18285000,19320000,22060000,31925000,34020000,36690000,46130000,43205000,38160000,32950000,31985000,31950000,33330000,35680000
0708,4800000,6370000,8075000,10110000,15665000,15690000,15755000,14515000,12895000,11570000,10970000,11510000,11400000,11360000,11750000,12300000,16640000,17225000,18750000,26790000,27700000,30700000,42020000,38620000,35140000,28737000,28330000,29490000,31790000,32560000
2006,7680000,10330000,12725000,14660000,17890000,17880000,17940000,15940000,15945000,15320000,16535000,17325000,17665000,18830000,19535000,20260000,25530000,26970000,29160000,35690000,37970000,38610000,42260000,38690000,36730000,35970000,37300000,38830000,40290000,40510000
2007,7940000,9880000,12360000,14340000,19050000,19120000,19155000,16770000,15610000,15560000,16215000,16825000,16875000,18460000,19660000,20580000,25810000,27965000,30505000,38360000,40670000,41660000,44990000,42820000,41610000,40140000,39710000,39225000,40385000,40645000
2004,6490000,8370000,10365000,12495000,16765000,16720000,16840000,14850000,14300000,13920000,14860000,15240000,15320000,16430000,17540000,18420000,24430000,26475000,28715000,36695000,39000000,40460000,42380000,41220000,40320000,38730000,38220000,37665000,38890000,39865000
2005,6610000,8820000,10730000,13040000,16190000,16210000,16230000,14475000,14465000,14365000,15075000,15245000,15740000,16795000,17430000,18010000,22250000,22840000,24870000,31575000,33644500,34700000,37550000,35690000,34640000,33620000,33360000,33490000,35210000,35470000
0703,5140000,8065000,9675000,11885000,17680000,17555000,17440000,15130000,14410000,14210000,14450000,14850000,15430000,15880000,16490000,17510000,23425000,25700000,28260000,33530000,34710000,35610000,43890000,39500000,38170000,37015250,36460000,37170000,38350000,41790000
0702,5790000,8435000,10400000,12760000,17420000,17320000,17420000,15870000,15070000,14730000,15460000,15570000,16050000,17265000,17930000,19190000,25515000,27600000,30915000,37855000,39160000,40375000,47950000,45300000,43700000,42150000,41460000,42400000,44823850,48710000
2008,7870000,8325000,10265000,12555000,16655000,16730000,16720000,14550000,14180000,13790000,13980000,14190000,14240000,15020000,15840000,16600000,22070000,23375000,25550000,32060000,33950000,36375000,40940000,38785000,36675000,35360000,35060000,35165000,36500000,37180000
2009,7140000,7860000,9790000,11890000,15860000,15870000,15870000,13850000,13520000,13110000,13470000,13640000,13600000,14100000,14790000,15390000,20710000,21810000,23830000,29920000,32040000,34620000,38990000,37260000,34710000,32880000,32540000,32530000,34050000,35220000
0707,5825000,8325000,10175000,12615000,17815000,18610000,18610000,15560000,14095000,14095000,14100000,14460000,14920000,15320000,15625000,16450000,21530000,23590000,26200000,35550000,35745000,39400000,43505000,46205000,45370000,44070000,43695000,44275000,52850000,59735000
0706,3020000,4875000,6090000,7745000,12870000,12645000,12600000,11870000,10780000,10540000,10450000,10555000,11155000,11250000,11670000,12405000,16990000,18100000,19320000,25080000,26610000,28789000,34673400,32740000,31015000,30140000,29920000,29920000,31720000,33643300
0705,3730000,5360000,6670000,8245000,13205000,13245000,13265000,11620000,10790000,10250000,10120000,10410000,10830000,11510000,11990000,12530000,17920000,19320000,20830000,28050000,28590000,30480000,36700000,35070000,32810000,31640000,31300000,31016000,32580000,34185000
0704,3470000,5960000,7310000,9240000,13790000,13640000,13710000,12960000,11875000,11780000,11610000,11930000,12535000,13365000,13975000,14950000,20300000,21780000,23585000,29820000,31100000,33110000,39560000,36820000,34790000,34210000,33620000,33870000,34750000,36605000
OVERALL,5470000,7240000,8850000,10850000,15340000,15320000,15360000,13960000,12930000,12420000,12630000,12880000,12880000,13230000,13800000,14410000,18930000,20200000,22440000,30260000,31970000,34300000,40450000,38760000,33550000,30430000,29670000,29800000,30690000,31780000
MAX,59260000,78050000,92150000,108750000,132700000,171950000,171950000,141450000,122500000,118800000,121650000,110700000,102800000,129800000,133800000,142700000,178450000,198880000,198880000,245525000,247550000,252375000,345270000,361750000,578950000,540685650,542186600,555908700,605020400,645250000
